frame_idx,pkt_counter,system_time_ms,system_time_s,status_raw,alarms_raw,flags,v_in_AB_V,v_in_BC_V,v_in_CA_V,v_bypass_A_V,v_bypass_B_V,v_bypass_C_V,i_in_A_A,i_in_B_A,i_in_C_A,freq_in_Hz,v_out_A_V,v_out_B_V,v_out_C_V,freq_out_Hz,i_out_A_A,i_out_B_A,i_out_C_A,p_active_A_kW,p_active_B_kW,p_active_C_kW,p_apparent_A_kVA,p_apparent_B_kVA,p_apparent_C_kVA,load_pct_A,load_pct_B,load_pct_C,event_count,bat_voltage_V,bat_capacity_Ah,bat_groups_count,dc_bus_voltage_V,bat_current_A,backup_time_min,crc32
68,0,227211,227.211,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,518.8,522.8,512.8,10316,1798.8,5328,21540,1799.8,1292.0,5248,0xC3F4391D
69,0,228209,228.209,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,532.8,512.8,7812,2049.2,5128,16632,1559.4,1031.6,15424,0x19541A73
70,0,229207,229.207,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,262.4,512.8,5308,1558.4,5228,13828,1799.8,1041.6,23236,0x5B7FE8F1
71,0,230205,230.205,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,522.8,512.8,5308,2049.2,5328,16532,1559.4,1041.6,10456,0x1117EF2E
72,0,231203,231.203,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,768.2,522.8,532.8,5308,1808.8,2624,14028,2060.2,1041.6,10416,0x47228219
73,0,232201,232.201,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,532.8,272.4,7912,2049.2,5128,11424,1799.8,1041.6,7752,0x1272783F
74,0,233199,233.199,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,518.8,262.4,512.8,5308,2059.2,2724,19136,1559.4,1292.0,5348,0x83CE96CC
75,0,234197,234.197,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,278.4,262.4,522.8,5308,2049.2,5328,14028,1559.4,1041.6,140,0x8BE0EE3E
76,0,235196,235.196,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,277.4,262.4,522.8,7812,1808.8,5328,13828,2050.2,1041.6,7912,0x09953ED6
77,0,236193,236.193,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,527.8,512.8,262.4,7712,1798.8,2624,16532,2060.2,1282.0,5348,0x691FA6D0
78,0,237192,237.192,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,522.8,272.4,7912,2049.2,2624,14028,1799.8,1031.6,15424,0x0AA63422
79,0,238190,238.190,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,512.8,272.4,7812,1558.4,5128,11424,1559.4,1031.6,7852,0x2F50AAA6
80,0,239188,239.188,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,262.4,262.4,5308,2049.2,2724,21540,1799.8,1031.6,10316,0x53335FE7
81,0,240186,240.186,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,528.8,532.8,532.8,7812,1808.8,2724,14028,2050.2,1292.0,20732,0x722AC34E
82,0,241184,241.184,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,262.4,522.8,7712,1558.4,5328,13928,2060.2,791.2,12860,0x81E3A596
83,0,242183,242.183,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,278.4,272.4,262.4,7812,1558.4,5328,11424,2050.2,791.2,10456,0x3D940CA3
84,0,243181,243.181,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,522.8,522.8,5308,2059.2,2624,21540,2050.2,1282.0,15524,0x3B03EC3E
85,0,244179,244.179,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,272.4,512.8,7812,2049.2,2724,11424,1809.8,1041.6,10456,0xAB0756B5
86,0,245177,245.177,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,262.4,272.4,7812,1808.8,5328,19136,1809.8,1292.0,20532,0x03D2F7BF
87,0,246176,246.176,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,532.8,522.8,7812,1558.4,2724,13828,2050.2,1292.0,10256,0xC1115BDE
88,0,247174,247.174,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,277.4,262.4,262.4,10316,2049.2,5128,16432,1559.4,791.2,10456,0xADCF48EA
89,0,248173,248.173,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,278.4,512.8,262.4,7912,2049.2,2724,16632,1809.8,1282.0,20532,0x69B3AB89
90,0,249171,249.171,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,267.4,522.8,272.4,7812,1808.8,5128,16632,2050.2,1282.0,5248,0x295F5839
91,0,250169,250.169,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,267.4,272.4,532.8,7812,2049.2,5228,19136,1799.8,1282.0,40,0x1B591451
92,0,251168,251.168,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,512.8,272.4,7812,2049.2,2624,16432,2060.2,1031.6,12860,0xB54A5A25
93,0,252166,252.166,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,518.8,512.8,532.8,7812,1808.8,2624,19136,1799.8,1282.0,10316,0xFFEA0AF7
94,0,253165,253.165,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,517.8,512.8,512.8,7712,1808.8,5328,16532,1799.8,1031.6,10316,0xF6D52034
95,0,254163,254.163,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,277.4,262.4,522.8,5308,2059.2,5328,14028,1799.8,1292.0,20632,0x5FF38AAF
96,0,255161,255.161,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,518.8,522.8,532.8,7912,1808.8,5328,19036,2050.2,1292.0,12920,0x9F00E917
97,0,256160,256.160,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,517.8,532.8,532.8,7912,1808.8,5228,16632,1809.8,1292.0,23136,0x0089951E
98,0,257158,257.158,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,769.2,512.8,522.8,7812,2059.2,5228,16532,2060.2,791.2,40,0xDA10DA1A
99,0,258157,258.157,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,277.4,522.8,272.4,10316,1558.4,2724,16632,1809.8,1292.0,240,0xB2B20217
100,0,259155,259.155,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,262.4,512.8,5308,2059.2,5328,13828,2050.2,791.2,240,0x52784416
101,0,260153,260.153,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,769.2,272.4,522.8,7712,2049.2,2624,16432,1559.4,1041.6,10356,0x12DB52D2
102,0,261152,261.152,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,268.4,512.8,512.8,7912,2049.2,2724,19136,2050.2,1041.6,20532,0xCABFADB8
103,0,262150,262.150,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,522.8,512.8,7812,2049.2,2624,19036,1809.8,1292.0,40,0xE5F61176
104,0,263148,263.148,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,522.8,522.8,7912,2049.2,5128,14028,1559.4,1041.6,7752,0xB5669E93
105,0,264146,264.146,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,268.4,262.4,272.4,7812,1798.8,5228,14028,1799.8,1041.6,23236,0xBE0E03D5
106,0,265145,265.145,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,262.4,512.8,5308,1808.8,5128,16632,1799.8,1041.6,18128,0x45615EF4
107,0,266143,266.143,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,522.8,532.8,7912,1798.8,5228,13828,1799.8,791.2,23136,0x7FFD177D
108,0,267141,267.141,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,262.4,272.4,7812,1558.4,2724,14028,2060.2,1292.0,5148,0xA473DD7D
109,0,268140,268.140,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,268.4,532.8,272.4,5308,1798.8,5228,13828,2060.2,791.2,10356,0xC11CFBD6
110,0,269138,269.138,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,527.8,262.4,262.4,7912,1808.8,2724,16532,2060.2,1292.0,13020,0xEB6BE884
111,0,270136,270.136,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,272.4,262.4,7712,1808.8,5128,21540,1809.8,1031.6,12860,0x020E79CC
112,0,271135,271.135,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,512.8,522.8,10316,2059.2,5328,21540,2050.2,791.2,7752,0x6CDCC100
113,0,272133,272.133,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,267.4,272.4,532.8,7912,1558.4,2724,19036,1809.8,1292.0,20732,0x80BB6D96
114,0,273131,273.131,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,267.4,262.4,272.4,10316,2059.2,5128,19036,1809.8,791.2,20532,0x767212F4
115,0,274130,274.130,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,272.4,522.8,5308,1808.8,5128,21540,1809.8,1031.6,20632,0xAE417C29
116,0,275128,275.128,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,532.8,262.4,7912,1798.8,2624,16432,1809.8,791.2,10316,0xCCBD17F2
117,0,276126,276.126,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,518.8,272.4,512.8,7912,2049.2,2624,14028,2060.2,1031.6,7852,0xEAEF02D7
118,0,277124,277.124,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,518.8,272.4,522.8,10316,2049.2,5128,11424,1559.4,1292.0,18028,0xF7ACCECE
119,0,278122,278.122,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,277.4,272.4,262.4,7912,1798.8,5128,14028,1559.4,1031.6,12860,0xBB2CD96F
120,0,279120,279.120,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,512.8,532.8,7912,1808.8,2724,19136,2060.2,1292.0,23236,0xF59F794D
121,0,280118,280.118,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,278.4,272.4,532.8,7912,1798.8,2724,14028,1809.8,791.2,5148,0x5AD4179D
122,0,281117,281.117,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,268.4,532.8,272.4,10316,1808.8,5328,16532,1809.8,1282.0,12860,0x17DCF0E2
123,0,282115,282.115,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,769.2,532.8,272.4,10316,2059.2,2724,16632,2060.2,1282.0,2644,0x19C1A7E8
124,0,283114,283.114,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,512.8,512.8,7912,2049.2,2724,16432,1799.8,1282.0,7912,0xCC105FEF
125,0,284112,284.112,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,532.8,522.8,7812,1798.8,2724,19136,2050.2,791.2,20732,0x789D4AC6
126,0,285111,285.111,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,267.4,532.8,512.8,5308,2049.2,2624,16632,1799.8,1041.6,240,0x73451F86
127,0,286110,286.110,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,272.4,512.8,7912,1808.8,5128,13828,2050.2,1292.0,10416,0x57F25B50
128,0,287108,287.108,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,262.4,512.8,7712,1798.8,5128,16532,2050.2,1031.6,240,0xA552A261
129,0,288107,288.107,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,262.4,522.8,10316,2059.2,2724,16432,2050.2,1041.6,10356,0xF1DB2517
130,0,289105,289.105,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,532.8,522.8,10316,1798.8,2724,19036,1809.8,1041.6,7912,0xE0DDDF0B
131,0,290104,290.104,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,262.4,262.4,7812,1798.8,5128,11424,2060.2,1282.0,7852,0xB733D61E
132,0,291102,291.102,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,522.8,262.4,5308,1558.4,2724,13828,1799.8,1031.6,7852,0x91CBC53D
133,0,292100,292.100,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,768.2,272.4,262.4,7812,1558.4,5328,13928,2060.2,1041.6,17928,0x7B5D2E86
134,0,293099,293.099,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,262.4,262.4,5308,1558.4,2724,21540,2050.2,791.2,12920,0xAB480B84
135,0,294097,294.097,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,272.4,532.8,7912,1798.8,2624,16432,1559.4,1041.6,7752,0xB0212980
136,0,295096,295.096,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,262.4,262.4,7912,1798.8,5228,16432,2050.2,1031.6,13020,0xB9A9A859
137,0,296094,296.094,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,277.4,522.8,512.8,10316,2049.2,5228,16532,2050.2,1282.0,7852,0xA75DE30E
138,0,297093,297.093,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,518.8,262.4,522.8,7912,1798.8,5128,19136,1559.4,1031.6,20532,0xF7C053F8
139,0,298091,298.091,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,532.8,272.4,10316,1798.8,2624,21540,2060.2,1292.0,10316,0x75FDB565
140,0,299090,299.090,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,272.4,272.4,7912,1808.8,2724,16632,1809.8,791.2,18028,0xFDECF0AE
141,0,300088,300.088,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,272.4,532.8,5308,1798.8,2724,11424,2050.2,791.2,7752,0x403BED3A
142,0,301086,301.086,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,277.4,262.4,512.8,10316,2049.2,2624,16432,2060.2,1031.6,10456,0x787D52B9
143,0,302084,302.084,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,532.8,532.8,10316,1798.8,2624,16532,1799.8,1292.0,7912,0x36180A8B
144,0,303083,303.083,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,769.2,272.4,512.8,7712,2049.2,5328,16632,1799.8,791.2,15524,0x11B425A3
